GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
3003,123.68437900008658,3.511157944789867,0.6566393170873817,5.347163737261598,8.934318693376201e-08,0.0001684230178614578
2558,17.46586504044546,3.5087871227986605,1.352608113936072,2.5940899560243915,0.009484166864830303,0.12641459389712476
83888,8.25929408154401,3.5081622235321763,1.1462289005100563,3.0606122581371764,0.002208849399650521,
151760,77.9202020897729,3.508155987319705,1.3241826404284922,2.6492991829167165,,
2358,317.7561103862894,3.504806317885143,1.1133143894842406,3.1480831928425865,0.0016434491328623105,0.04777263952397256
28892,14.303703578912325,3.50300745695192,1.3029139729864352,2.6885945884229074,0.0071753503896515025,0.10987713975907726
6556,2455.3190798108935,3.493075305662469,0.8380376855876747,4.168160174339829,3.070681317555634e-05,0.004669114881530102
122740,1.5745022297050264,3.4890046056949435,2.603120911632448,1.3403159991930407,0.18014263214589232,
343171,21.25880588558808,3.4838109653330087,1.0977664343385538,3.1735448054869138,,
286499,12.819734301908683,3.4822397378280248,1.1051535665751444,3.15091028355402,,
105375975,0.6298444749192269,3.479300410113851,3.3100543187275764,1.0511309105801425,0.29319846916045966,
28386,130.4020605329339,3.4746657795096176,1.2566261066148519,2.765075276742266,0.005690966122500189,0.09620241256327473
221438,2.3301582284047293,3.470711000003851,1.531317992110957,2.266486136703322,,
28882,593.3388257022502,3.4663964719852043,1.2349798906843028,2.806844466159261,0.0050029390889486285,0.09044577218502171
8875,456.1317657101456,3.461719634746379,0.9241156229168039,3.745981075203649,0.00017969013783865524,0.012580248750912758
28400,1297.6407455784883,3.453826383160977,1.0380918016886553,3.3270914745137823,0.0008775756060490629,0.032165361444355896
102724446,5.216181503048646,3.4516544004751832,1.401137524790811,2.463465819310287,0.013760101470843805,
9103,8128.92846777362,3.4515738823314894,0.8073553539669347,4.275160702622713,1.9099947472651373e-05,0.0037966760704945114
101927182,8.650233415203987,3.4503497140306094,1.5191003553282083,2.2713112415046117,,
5746,28.032137452119688,3.44943457383952,0.86595902945801,3.983369254776945,,
653166,6.334265252077818,3.4443447183516027,1.2930384321960517,2.663760513677731,,
345456,1.5397635002916692,3.4422381081653923,3.209748051368362,1.0724324941011856,0.2835258195279743,
4982,1069.0644018989835,3.4379245412709394,0.8545836859121473,4.022923205702717,,
81871,27.55490795776868,3.4329738590673267,1.9035875989701516,1.8034231053640921,,
83755,31.45012233222795,3.4328194963787384,1.882945516215382,1.823111431964595,,
3116,59.415349842865425,3.430343058929036,0.7809410099831856,4.392576411120854,1.1201524141479607e-05,0.0030279897828557997
255101,230.65845963197407,3.429700212380646,1.1496412742669269,2.983278601029358,,
28904,237.72236706934746,3.425476326971025,1.1278546249800012,3.037161218389972,0.0023881768862186537,0.05802882239260132
1379,997.079039752286,3.4252383546303937,0.7393185576387314,4.6329668303878,3.6046231077029965e-06,0.0016236389973652255
3448,1.003945770227284,3.418498785451273,2.6807692074265095,1.2751932452749153,0.2022408515417643,
201625,658.7167640477305,3.4121783279857856,1.1436826124109327,2.98350109633368,,
58529,51.03450487993044,3.408793193336011,0.8051487041942457,4.2337436247225515,,
5270,2149.1922734980717,3.406379077465365,0.874898231660347,3.893457495051595,9.882552476735239e-05,0.008861959362599656
