,log2FC,pval,neg_log10_pval
441871,0.334749579477454,0.7395398228637096,0.13103843501700974
440561,-0.5767581614274622,0.6691893621570798,0.17445097140027382
101929983,0.986979293831129,0.49831669294148667,0.30249456421490695
649330,0.1077536505349811,0.8868074373173855,0.05217067323032185
441873,0.3102138454258987,0.8210757398943143,0.08561677961086679
649324,-0.34076608065121783,0.6889939575631809,0.161784586749914
440563,-0.023840916072084273,0.972466851319914,0.012125193591740182
645354,-0.4059583359272534,0.6309527693069609,0.20000314908175673
645359,-0.19394982723397503,0.8728872380023759,0.05904185598850721
101060301,0.1342457071925922,0.8493350976009362,0.07092092887308658
343070,0.2635651144264892,0.8123470454055812,0.09025839471366415
400736,0.39976281182095674,0.6221026641602114,0.2061379387135424
391003,0.050310077643857865,0.9579557354297223,0.0186545579979886
343068,0.30048960747282805,0.8277377106439692,0.08210725841123138
391002,0.910988542692182,0.5032367817120655,0.2982276236156062
645382,-0.4290722208035598,0.6991723864578658,0.15541573226489788
653619,1.1806148073317617,0.4939988735128321,0.30627404132795066
729528,0.96456200732922,0.49437866320493484,0.30594028106019655
645414,0.6409359732292261,0.6378937377878832,0.19525166123578552
391004,0.12084938866517492,0.923890145038751,0.03437966535605277
645425,-0.25633043514718246,0.8148860729948123,0.08890310449288139
126755,-0.34042011813041073,0.6988188440530977,0.1556353924679233
102724856,-0.2545454545454545,0.4132625538760703,0.3837739446779404
107984918,-0.5428203724014089,0.4569156769446992,0.3401639407904253
10630,0.9499112933613549,0.2719818867080661,0.5654600177350741
107984919,-0.03499659097465055,0.8730110364463856,0.058980265938305076
105376756,-0.09090909090909091,0.3678794411714422,0.43429448178519847
7799,0.12254678111207618,0.6777603631385808,0.16892383315297835
23254,-0.2057263119615378,0.7715273656771883,0.11264866507037455
107985467,-1.1650575303738766,0.281025109490813,0.5512548741534983
107985468,-0.5719866451208795,0.2766111167036377,0.5581303698902704
105376762,-0.5706195997318937,0.45566376907476946,0.3413555017511302
105376759,-0.18675762150060082,0.8462079630484542,0.0725228921042751
107985469,-0.11934134938634733,0.821840485945446,0.08521246804733461
200197,-0.31175423620939524,0.6445485044282206,0.19074439490279407
55092,0.44320228409254714,0.513138213703564,0.2897656418910099
727684,-0.012609843676823829,0.979713389178265,0.008900956613833498
114827,1.2194115686446647,0.36058909721285964,0.4429874086409188
101927417,0.7016533221278101,0.4652353418058424,0.332327301227162
101927441,0.8324551733388459,0.32445750052547717,0.48884218161432585
79180,1.181608605374203,0.0745593812502875,1.1274977041582466
11330,-0.03548202326238448,0.9468504954167,0.023718589209904526
63036,0.230794506521105,0.660600123476809,0.18006134940221705
105376767,-0.7538048269390611,0.08010710965080885,1.0963289372426364
51032,0.029991805973792474,0.9059630970880169,0.042889492184131725
842,0.2877738111634365,0.3096101208490594,0.5091848509591553
23341,-0.16937032762708704,0.6607397612928505,0.17996955782930316
107397391,-0.32590568188374147,0.22794523470759956,0.6421694822880595
79814,-0.6148769075165657,0.41623005246168104,0.38066656614621547
84301,-0.2694677599861546,0.39829554824615077,0.39979454756884475
6248,-0.4591180844985825,0.23581547567343464,0.6274276970252327
23207,0.310259312049201,0.2922937898682551,0.5341804115025325
284723,-0.22430976515468126,0.711633169023799,0.1477438177104863
110806303,-0.5454545454545454,0.07199388760670809,1.1427043736788776
388595,-1.227225039946992,0.29949580579432594,0.5236092550432995
54751,-0.8228413888952435,0.1858104860459203,0.7309297804026385
440567,-0.15881388029508425,0.6858385605191535,0.16377810074145127
729614,-0.04570321478424688,0.8176641454204577,0.08742504559388163
23013,-0.06280954553847096,0.7797753488625876,0.10803049828209435
7709,0.30677736746118356,0.2784061894277835,0.5553211137170752
149563,-0.46998687348463153,0.42511174149827236,0.37149689964140176
27129,1.149976713113741,0.24678660160937466,0.6076784222791403
1187,1.0975077334837096,0.30538086481870075,0.5151581792002685
1188,0.7657776155871749,0.36749161120601537,0.4347525700630207
348487,0.14058959489574363,0.8357358551458479,0.07793096506822138
1969,-0.40311435035035714,0.6112000802192687,0.21381659736068304
